wksSinceFirstPurch,socialMediaAdCount36,wksSinceLastPurch,intAdExposureCount12,totalNumProdPurchased,intAdExposureCount36,socialMediaAdCountAll,regionPctCustomers,ID,intAdExposureCountAll,DemHomeOwner,LostCustomer,numOfTotalReturns,customerGender,basktPurchCount12Month,customerSubscrStat,socialMediaAdCount12,custInitiatedContacts,techSupportEval
148.0,17.0,18.0,15.0,23.0,35.0,29.0,44.0,160741.0,72.0,H,0,3,M,1,Platinum,6,3,           2
42.0,6.0,18.0,10.0,1.0,14.0,5.0,40.0,61088.0,13.0,H,0,1,M,5,Gold,4,1,           5
55.0,13.0,16.0,14.0,5.0,29.0,11.0,36.0,46843.0,28.0,H,0,4,M,2,Platinum,6,2,           3
84.0,8.0,17.0,13.0,6.0,32.0,18.0,34.0,101801.0,46.0,H,0,0,F,5,Platinum,6,2,           5
112.0,16.0,17.0,14.0,16.0,34.0,25.0,35.0,43697.0,67.0,H,0,3,M,2,Platinum,6,3,           3
44.0,6.0,20.0,9.0,1.0,16.0,5.0,18.0,165810.0,14.0,U,0,1,M,5,Gold,3,1,           5
69.0,16.0,19.0,13.0,8.0,34.0,16.0,21.0,55929.0,39.0,H,0,6,F,1,Platinum,6,3,           3
86.0,6.0,17.0,13.0,7.0,32.0,20.0,23.0,80220.0,48.0,U,0,0,F,3,Platinum,6,2,           5
93.0,16.0,17.0,14.0,7.0,35.0,18.0,58.0,44757.0,49.0,H,1,3,U,2,Platinum,6,2,           4
110.0,11.0,18.0,12.0,5.0,28.0,18.0,36.0,69122.0,47.0,H,0,1,F,5,Platinum,4,2,           3
61.0,10.0,18.0,9.0,3.0,24.0,11.0,38.0,175025.0,27.0,U,1,2,M,3,Platinum,3,2,           5
114.0,7.0,24.0,10.0,10.0,28.0,21.0,33.0,51814.0,53.0,U,0,0,F,3,Platinum,4,3,           3
50.0,10.0,16.0,13.0,4.0,24.0,9.0,37.0,46709.0,23.0,H,0,2,F,3,Gold,5,2,           3
130.0,5.0,19.0,12.0,14.0,29.0,25.0,29.0,87898.0,66.0,H,0,0,F,3,Platinum,5,3,           2
108.0,21.0,9.0,28.0,36.0,49.0,37.0,24.0,515.0,103.0,H,0,4,F,2,Platinum,11,3,           3
83.0,9.0,17.0,13.0,5.0,32.0,16.0,23.0,47490.0,41.0,H,0,0,M,5,Platinum,6,0,           .
44.0,6.0,20.0,9.0,1.0,15.0,5.0,22.0,68082.0,13.0,H,0,1,F,5,Gold,3,1,           5
47.0,9.0,17.0,13.0,3.0,23.0,8.0,30.0,70022.0,20.0,H,0,2,M,2,Gold,6,2,           3
91.0,4.0,24.0,10.0,5.0,28.0,19.0,30.0,101897.0,49.0,H,0,0,M,5,Platinum,4,2,           5
93.0,18.0,5.0,26.0,18.0,44.0,28.0,29.0,896.0,78.0,H,1,5,M,1,Platinum,9,3,           4
79.0,6.0,19.0,11.0,4.0,27.0,15.0,25.0,100637.0,35.0,U,0,0,F,3,Platinum,6,1,           5
98.0,4.0,8.0,30.0,9.0,30.0,17.0,27.0,9890.0,74.0,H,0,0,F,10,Platinum,4,2,           3
51.0,12.0,16.0,14.0,4.0,26.0,10.0,57.0,46531.0,24.0,U,0,4,F,2,Platinum,6,2,           3
76.0,2.0,26.0,5.0,5.0,23.0,11.0,30.0,85811.0,36.0,U,0,0,F,5,Platinum,2,2,           5
92.0,13.0,16.0,12.0,9.0,29.0,18.0,39.0,183102.0,44.0,H,0,2,F,3,Platinum,4,2,           5
139.0,13.0,18.0,9.0,16.0,26.0,26.0,21.0,179474.0,57.0,U,0,1,M,3,Platinum,4,3,           4
50.0,8.0,23.0,8.0,2.0,19.0,7.0,44.0,28124.0,18.0,U,0,1,F,5,Gold,3,1,           5
41.0,6.0,17.0,10.0,1.0,15.0,5.0,22.0,121662.0,13.0,H,1,1,F,5,Gold,4,1,           5
95.0,15.0,18.0,15.0,9.0,33.0,21.0,25.0,175137.0,54.0,U,0,3,F,2,Platinum,6,2,           3
63.0,14.0,16.0,15.0,5.0,30.0,14.0,33.0,15152.0,34.0,U,0,3,F,2,Platinum,6,2,           5
85.0,5.0,26.0,10.0,4.0,26.0,16.0,38.0,85470.0,42.0,U,0,0,F,5,Platinum,5,1,           5
42.0,7.0,16.0,11.0,2.0,16.0,6.0,27.0,59879.0,14.0,H,0,1,M,5,Gold,5,1,           3
131.0,15.0,24.0,11.0,13.0,32.0,28.0,22.0,22260.0,66.0,U,0,2,F,3,Platinum,5,3,           2
115.0,16.0,18.0,14.0,14.0,35.0,26.0,33.0,175646.0,67.0,U,0,2,F,3,Platinum,6,3,           2
92.0,13.0,22.0,12.0,7.0,31.0,20.0,28.0,103294.0,47.0,U,0,3,M,3,Platinum,6,2,           3
150.0,16.0,7.0,20.0,15.0,41.0,31.0,30.0,177006.0,77.0,U,0,1,U,2,Platinum,6,3,           2
86.0,5.0,26.0,26.0,8.0,26.0,19.0,34.0,10183.0,70.0,U,0,0,F,10,Platinum,5,2,           5
142.0,12.0,21.0,14.0,20.0,34.0,32.0,27.0,17659.0,74.0,H,0,5,F,1,Platinum,6,3,           2
46.0,8.0,16.0,12.0,2.0,19.0,8.0,37.0,60209.0,18.0,U,0,1,F,5,Gold,5,1,           5
40.0,6.0,16.0,12.0,1.0,17.0,6.0,46.0,119839.0,14.0,U,0,1,M,5,Gold,5,1,           5
48.0,4.0,17.0,5.0,2.0,10.0,4.0,23.0,187317.0,10.0,U,0,2,F,3,Member,1,2,           5
90.0,12.0,18.0,12.0,8.0,32.0,21.0,19.0,17804.0,51.0,U,0,1,U,2,Platinum,6,2,           3
41.0,6.0,16.0,11.0,1.0,16.0,5.0,52.0,158060.0,14.0,H,1,1,M,5,Gold,4,1,           5
153.0,16.0,17.0,14.0,26.0,33.0,34.0,44.0,11462.0,88.0,U,1,5,M,1,Platinum,6,3,           1
55.0,11.0,25.0,10.0,2.0,25.0,10.0,35.0,164161.0,25.0,H,0,2,F,3,Platinum,4,2,           5
108.0,16.0,18.0,13.0,12.0,34.0,27.0,27.0,19726.0,62.0,U,0,1,F,3,Platinum,6,2,           3
89.0,6.0,18.0,12.0,4.0,32.0,20.0,34.0,86559.0,45.0,U,0,0,M,3,Platinum,6,1,           5
39.0,3.0,15.0,3.0,1.0,4.0,3.0,32.0,189987.0,4.0,U,0,1,M,5,Member,2,1,           5
48.0,11.0,19.0,12.0,2.0,23.0,9.0,31.0,76951.0,21.0,H,0,1,F,3,Gold,6,1,           5
43.0,5.0,19.0,10.0,1.0,17.0,6.0,36.0,63859.0,15.0,U,0,0,F,5,Gold,4,0,           .
57.0,13.0,19.0,12.0,5.0,28.0,11.0,44.0,45526.0,29.0,H,0,3,M,1,Platinum,6,2,           2
41.0,7.0,16.0,12.0,2.0,17.0,6.0,36.0,74354.0,15.0,U,0,1,M,5,Gold,5,1,           5
79.0,15.0,17.0,15.0,9.0,34.0,16.0,44.0,39561.0,43.0,H,0,5,M,1,Platinum,6,2,           2
79.0,5.0,24.0,27.0,6.0,30.0,16.0,39.0,8361.0,62.0,H,0,0,M,10,Platinum,5,2,           5
96.0,12.0,17.0,8.0,13.0,22.0,16.0,4.0,87832.0,38.0,U,0,4,F,2,Platinum,4,3,           2
130.0,15.0,21.0,12.0,12.0,33.0,28.0,38.0,24252.0,67.0,U,0,3,U,2,Platinum,5,3,           2
47.0,8.0,16.0,12.0,3.0,19.0,7.0,32.0,70003.0,18.0,H,0,2,M,3,Gold,5,2,           3
44.0,7.0,20.0,10.0,1.0,15.0,6.0,42.0,63111.0,13.0,H,0,1,F,5,Gold,4,1,           5
138.0,11.0,10.0,34.0,28.0,43.0,29.0,22.0,9204.0,121.0,U,1,2,F,3,Platinum,6,3,           2
79.0,8.0,17.0,13.0,4.0,32.0,16.0,24.0,47491.0,39.0,H,0,0,M,5,Platinum,6,0,           .
91.0,6.0,17.0,13.0,7.0,26.0,22.0,33.0,99413.0,54.0,U,0,0,U,3,Platinum,6,1,           5
64.0,11.0,22.0,9.0,4.0,26.0,12.0,18.0,169401.0,32.0,H,0,2,M,3,Platinum,4,2,           5
50.0,4.0,23.0,6.0,2.0,11.0,4.0,18.0,187446.0,10.0,U,0,1,F,5,Member,1,2,           5
150.0,15.0,23.0,11.0,23.0,31.0,31.0,18.0,104161.0,76.0,H,0,1,F,3,Platinum,4,3,           2
135.0,6.0,18.0,13.0,10.0,28.0,24.0,39.0,87274.0,61.0,U,0,0,U,3,Platinum,5,2,           2
61.0,16.0,5.0,21.0,9.0,40.0,15.0,30.0,185667.0,43.0,U,0,3,M,1,Platinum,6,2,           4
40.0,5.0,16.0,10.0,1.0,14.0,6.0,29.0,158253.0,13.0,H,1,0,M,5,Gold,5,0,           .
87.0,15.0,16.0,12.0,9.0,32.0,20.0,7.0,137387.0,48.0,H,0,1,M,3,Platinum,5,2,           3
53.0,13.0,21.0,13.0,4.0,27.0,11.0,32.0,184893.0,26.0,H,0,3,M,3,Platinum,6,2,           5
90.0,13.0,18.0,13.0,6.0,30.0,19.0,50.0,48174.0,49.0,H,0,1,M,5,Platinum,6,2,           3
57.0,6.0,17.0,14.0,3.0,30.0,11.0,34.0,46087.0,29.0,H,0,0,F,3,Platinum,6,0,           .
55.0,12.0,18.0,11.0,6.0,25.0,11.0,22.0,157115.0,27.0,H,0,1,F,5,Gold,4,1,           5
52.0,10.0,24.0,10.0,2.0,23.0,9.0,36.0,68827.0,22.0,U,0,1,F,3,Platinum,5,1,           5
76.0,6.0,18.0,12.0,4.0,30.0,18.0,28.0,80639.0,40.0,U,0,0,F,3,Platinum,6,1,           5
58.0,12.0,17.0,13.0,4.0,27.0,12.0,24.0,120820.0,31.0,U,1,1,M,5,Platinum,6,2,           3
147.0,13.0,17.0,14.0,18.0,29.0,28.0,25.0,47005.0,67.0,H,0,1,M,3,Platinum,6,3,           2
93.0,7.0,11.0,32.0,10.0,48.0,23.0,9.0,11643.0,79.0,H,0,0,F,2,Platinum,7,2,           3
142.0,14.0,19.0,13.0,9.0,31.0,27.0,44.0,43773.0,62.0,H,0,1,F,3,Platinum,6,2,           4
41.0,7.0,17.0,11.0,1.0,17.0,6.0,35.0,62777.0,14.0,U,0,1,F,5,Gold,5,1,           5
148.0,12.0,21.0,9.0,18.0,24.0,25.0,19.0,191722.0,60.0,U,0,2,M,3,Platinum,3,3,           4
100.0,16.0,15.0,13.0,5.0,35.0,20.0,26.0,75611.0,49.0,U,0,1,F,3,Member,6,2,           5
69.0,15.0,18.0,13.0,9.0,32.0,15.0,36.0,35145.0,37.0,H,0,2,F,2,Platinum,6,2,           3
86.0,15.0,21.0,12.0,11.0,31.0,18.0,31.0,52702.0,45.0,H,1,7,M,1,Platinum,6,3,           2
58.0,12.0,20.0,11.0,4.0,27.0,11.0,23.0,149947.0,29.0,U,0,1,F,3,Platinum,6,2,           3
53.0,4.0,18.0,5.0,2.0,11.0,4.0,27.0,187421.0,10.0,U,0,1,F,3,Member,1,1,           5
89.0,22.0,14.0,27.0,11.0,46.0,30.0,27.0,822.0,76.0,U,0,4,M,1,Platinum,11,2,           4
113.0,16.0,20.0,12.0,17.0,32.0,27.0,31.0,176732.0,63.0,H,0,5,M,2,Platinum,5,3,           2
95.0,14.0,23.0,9.0,5.0,29.0,19.0,35.0,161721.0,49.0,H,0,1,M,3,Platinum,4,2,           5
58.0,15.0,15.0,15.0,6.0,34.0,13.0,32.0,118552.0,35.0,U,0,3,M,1,Platinum,6,2,           3
64.0,3.0,16.0,6.0,3.0,14.0,6.0,20.0,187613.0,15.0,U,0,1,F,5,Member,1,2,           5
110.0,16.0,20.0,13.0,16.0,34.0,25.0,36.0,43686.0,68.0,H,0,3,M,2,Platinum,6,3,           3
48.0,10.0,16.0,12.0,3.0,21.0,9.0,18.0,143902.0,20.0,U,0,1,F,5,Gold,5,1,           5
107.0,5.0,23.0,11.0,5.0,30.0,21.0,40.0,100468.0,51.0,U,0,0,F,5,Platinum,5,2,           5
53.0,12.0,18.0,13.0,5.0,26.0,10.0,31.0,69945.0,26.0,U,0,3,F,2,Platinum,6,2,           3
103.0,6.0,18.0,13.0,5.0,32.0,21.0,31.0,88659.0,54.0,H,0,0,U,5,Platinum,6,2,           5
135.0,17.0,18.0,13.0,12.0,35.0,29.0,60.0,44990.0,67.0,H,0,1,M,3,Platinum,6,2,           3
55.0,6.0,24.0,7.0,1.0,19.0,8.0,47.0,74389.0,20.0,U,0,1,M,5,Gold,3,1,           5
58.0,5.0,18.0,4.0,6.0,11.0,6.0,46.0,190098.0,13.0,U,0,2,F,2,Member,2,2,           2
81.0,13.0,18.0,12.0,6.0,29.0,14.0,57.0,48170.0,40.0,H,0,1,F,3,Platinum,6,2,           3
111.0,17.0,19.0,14.0,20.0,32.0,26.0,37.0,184329.0,62.0,U,0,5,F,1,Platinum,6,3,           4
40.0,3.0,16.0,4.0,1.0,6.0,3.0,30.0,189998.0,5.0,U,0,1,U,5,Member,2,1,           5
135.0,11.0,18.0,10.0,17.0,25.0,24.0,45.0,103883.0,63.0,H,0,2,F,2,Platinum,3,3,           1
126.0,17.0,21.0,17.0,24.0,37.0,34.0,29.0,675.0,91.0,H,1,1,F,3,Platinum,7,3,           3
44.0,10.0,17.0,13.0,3.0,21.0,8.0,27.0,47266.0,20.0,H,1,2,M,3,Gold,6,2,           3
136.0,15.0,16.0,14.0,24.0,32.0,28.0,41.0,181150.0,71.0,U,0,3,F,1,Platinum,6,3,           1
97.0,15.0,17.0,14.0,8.0,33.0,22.0,29.0,72537.0,56.0,H,0,3,F,3,Platinum,6,2,           4
66.0,15.0,19.0,13.0,4.0,31.0,16.0,24.0,16143.0,37.0,H,0,2,F,3,Platinum,6,2,           5
64.0,11.0,17.0,11.0,5.0,24.0,13.0,24.0,50280.0,31.0,H,0,2,M,3,Gold,5,2,           3
55.0,13.0,21.0,13.0,3.0,26.0,12.0,32.0,184887.0,26.0,H,0,3,M,3,Platinum,6,2,           5
57.0,15.0,19.0,12.0,3.0,31.0,13.0,25.0,72803.0,28.0,H,0,1,M,3,Platinum,6,1,           5
46.0,7.0,17.0,12.0,2.0,19.0,7.0,30.0,72328.0,18.0,H,0,0,M,3,Gold,5,0,           .
104.0,9.0,21.0,10.0,5.0,26.0,18.0,35.0,47983.0,50.0,H,0,1,M,5,Platinum,4,2,           3
78.0,5.0,24.0,12.0,6.0,34.0,17.0,30.0,90891.0,43.0,U,0,0,F,5,Platinum,5,1,           5
97.0,5.0,19.0,11.0,5.0,29.0,18.0,27.0,80641.0,44.0,U,0,0,F,5,Platinum,5,2,           5
111.0,15.0,18.0,10.0,10.0,31.0,20.0,40.0,44094.0,46.0,U,0,3,M,2,Platinum,4,2,           3
62.0,14.0,15.0,12.0,6.0,31.0,13.0,28.0,142658.0,31.0,H,1,3,F,2,Platinum,6,2,           3
80.0,11.0,19.0,9.0,6.0,23.0,12.0,53.0,190242.0,27.0,U,0,3,M,2,Member,2,2,           5
78.0,5.0,20.0,12.0,4.0,30.0,14.0,30.0,91892.0,40.0,H,0,0,U,3,Platinum,4,1,           5
107.0,16.0,6.0,12.0,22.0,33.0,24.0,3.0,190670.0,64.0,U,1,2,U,2,Platinum,6,3,           2
49.0,11.0,17.0,13.0,3.0,23.0,10.0,32.0,72687.0,23.0,U,0,2,F,3,Gold,6,2,           5
55.0,10.0,22.0,12.0,2.0,26.0,9.0,31.0,165773.0,27.0,H,0,2,F,3,Platinum,4,2,           5
51.0,6.0,22.0,9.0,2.0,13.0,7.0,20.0,65225.0,18.0,H,0,0,F,10,Gold,3,0,           .
42.0,5.0,18.0,11.0,1.0,17.0,5.0,26.0,75162.0,16.0,U,0,0,M,5,Gold,4,0,           .
93.0,16.0,16.0,12.0,18.0,31.0,21.0,46.0,182392.0,49.0,H,0,4,M,1,Platinum,6,2,           1
93.0,14.0,20.0,14.0,11.0,33.0,19.0,37.0,24870.0,48.0,H,0,2,M,2,Platinum,6,2,           3
139.0,8.0,20.0,12.0,12.0,30.0,27.0,39.0,87259.0,64.0,U,0,0,U,5,Platinum,6,3,           3
91.0,8.0,17.0,13.0,12.0,32.0,20.0,30.0,47281.0,53.0,H,0,0,F,3,Platinum,6,2,           2
39.0,3.0,15.0,5.0,1.0,6.0,3.0,26.0,187249.0,6.0,U,0,1,F,5,Member,2,1,           5
107.0,12.0,20.0,13.0,15.0,31.0,22.0,56.0,103874.0,62.0,U,0,1,M,3,Platinum,6,3,           1
49.0,10.0,17.0,12.0,2.0,23.0,8.0,28.0,71966.0,20.0,H,0,1,F,3,Platinum,5,1,           5
147.0,17.0,20.0,13.0,17.0,34.0,31.0,49.0,44380.0,74.0,H,0,2,F,3,Platinum,6,3,           4
139.0,5.0,25.0,11.0,10.0,32.0,29.0,34.0,103152.0,74.0,U,0,0,F,5,Platinum,5,2,           4
103.0,12.0,17.0,13.0,8.0,30.0,20.0,33.0,68391.0,54.0,U,0,3,M,3,Platinum,6,3,           3
40.0,7.0,16.0,14.0,1.0,19.0,6.0,19.0,166583.0,16.0,U,0,1,F,5,Gold,5,1,           5
111.0,4.0,26.0,27.0,10.0,27.0,22.0,33.0,8899.0,82.0,U,0,0,F,10,Platinum,4,2,           5
98.0,9.0,24.0,11.0,6.0,28.0,18.0,35.0,74953.0,48.0,H,1,0,F,5,Platinum,4,1,           5
153.0,7.0,19.0,12.0,21.0,33.0,31.0,30.0,68309.0,76.0,U,0,0,F,3,Platinum,6,3,           3
149.0,13.0,19.0,12.0,14.0,31.0,29.0,35.0,69023.0,71.0,U,0,2,M,3,Platinum,6,3,           2
93.0,8.0,23.0,11.0,5.0,29.0,18.0,30.0,15869.0,50.0,H,0,1,F,5,Platinum,4,2,           5
92.0,20.0,6.0,26.0,16.0,46.0,27.0,29.0,725.0,73.0,H,1,3,F,1,Platinum,11,2,           3
50.0,6.0,24.0,9.0,1.0,20.0,7.0,8.0,73832.0,18.0,H,0,0,F,5,Gold,3,0,           .
78.0,13.0,17.0,12.0,5.0,28.0,15.0,29.0,76250.0,38.0,U,0,1,M,5,Platinum,6,2,           5
146.0,16.0,24.0,14.0,27.0,35.0,32.0,32.0,177033.0,80.0,U,0,1,F,2,Platinum,6,3,           3
146.0,16.0,18.0,13.0,21.0,32.0,31.0,51.0,44391.0,75.0,U,0,4,F,2,Platinum,6,4,           2
62.0,9.0,17.0,11.0,4.0,27.0,11.0,37.0,48337.0,28.0,U,0,3,M,3,Platinum,6,2,           2
54.0,12.0,20.0,13.0,5.0,27.0,10.0,37.0,46853.0,26.0,H,0,4,M,2,Platinum,6,2,           3
123.0,5.0,22.0,10.0,9.0,32.0,26.0,36.0,97071.0,63.0,H,0,0,F,5,Platinum,5,2,           4
150.0,7.0,18.0,12.0,11.0,32.0,32.0,26.0,68725.0,70.0,H,0,0,M,3,Platinum,6,2,           3
129.0,6.0,18.0,13.0,11.0,32.0,28.0,37.0,141444.0,67.0,H,1,0,M,5,Platinum,6,2,           3
40.0,6.0,16.0,9.0,1.0,14.0,5.0,42.0,70840.0,12.0,H,0,1,M,5,Gold,4,1,           5
77.0,13.0,23.0,13.0,4.0,32.0,17.0,31.0,77897.0,42.0,H,0,2,M,3,Platinum,6,2,           3
104.0,17.0,19.0,12.0,18.0,34.0,25.0,28.0,156201.0,63.0,U,0,2,F,2,Platinum,6,3,           2
57.0,9.0,16.0,9.0,3.0,23.0,9.0,36.0,161675.0,23.0,H,1,1,M,3,Member,2,1,           5
110.0,9.0,18.0,13.0,8.0,34.0,25.0,36.0,15885.0,62.0,U,0,0,F,5,Platinum,6,1,           5
41.0,6.0,17.0,10.0,1.0,15.0,5.0,32.0,70646.0,13.0,H,0,1,M,5,Gold,4,1,           5
104.0,17.0,17.0,13.0,18.0,33.0,24.0,17.0,25932.0,63.0,U,0,6,M,1,Platinum,6,3,           2
51.0,11.0,7.0,15.0,4.0,27.0,10.0,18.0,186794.0,27.0,H,0,1,M,3,Platinum,7,1,           5
141.0,8.0,17.0,8.0,11.0,21.0,22.0,36.0,161042.0,46.0,H,0,0,M,3,Platinum,3,3,           2
140.0,4.0,16.0,11.0,10.0,26.0,24.0,36.0,81060.0,58.0,U,0,0,M,5,Member,3,3,           4
106.0,19.0,14.0,22.0,15.0,41.0,31.0,28.0,391.0,82.0,U,0,1,F,5,Platinum,10,2,           5
92.0,21.0,11.0,28.0,15.0,49.0,31.0,30.0,1047.0,86.0,H,0,2,F,2,Platinum,11,2,           3
96.0,17.0,18.0,14.0,17.0,36.0,25.0,36.0,177288.0,64.0,U,1,4,M,1,Platinum,6,3,           3
118.0,15.0,18.0,13.0,7.0,33.0,22.0,50.0,46637.0,54.0,H,0,1,F,3,Platinum,6,2,           3
148.0,6.0,7.0,22.0,22.0,33.0,28.0,51.0,6984.0,99.0,H,1,0,M,5,Platinum,6,3,           4
101.0,12.0,17.0,11.0,14.0,25.0,17.0,39.0,87567.0,48.0,H,0,1,M,5,Platinum,4,3,           2
65.0,9.0,17.0,10.0,6.0,19.0,11.0,27.0,134301.0,31.0,H,1,1,F,5,Member,3,1,           5
94.0,4.0,25.0,9.0,3.0,26.0,17.0,26.0,88207.0,45.0,H,0,0,F,5,Platinum,4,1,           5
67.0,9.0,20.0,10.0,2.0,23.0,10.0,30.0,23769.0,27.0,U,1,1,F,5,Platinum,4,2,           5
128.0,8.0,17.0,31.0,15.0,37.0,26.0,38.0,9782.0,96.0,H,0,0,M,10,Platinum,6,2,           3
92.0,15.0,16.0,14.0,12.0,33.0,21.0,41.0,15623.0,55.0,H,0,4,M,2,Platinum,5,3,           2
48.0,9.0,18.0,12.0,2.0,23.0,9.0,36.0,51702.0,21.0,H,0,2,F,3,Gold,6,2,           3
102.0,19.0,6.0,25.0,11.0,43.0,31.0,28.0,1877.0,83.0,U,0,2,F,3,Platinum,10,3,           2
142.0,7.0,17.0,14.0,11.0,32.0,29.0,14.0,47614.0,67.0,U,0,0,F,3,Platinum,6,2,           3
44.0,6.0,20.0,8.0,1.0,15.0,5.0,23.0,69923.0,13.0,U,0,1,F,5,Gold,3,1,           5
43.0,5.0,18.0,12.0,2.0,17.0,6.0,32.0,59218.0,14.0,H,0,0,F,5,Gold,6,0,           .
114.0,16.0,18.0,13.0,20.0,35.0,25.0,31.0,136850.0,65.0,U,1,2,U,2,Platinum,6,3,           2
150.0,11.0,16.0,13.0,17.0,28.0,28.0,41.0,87624.0,65.0,U,0,1,F,3,Platinum,5,3,           3
89.0,7.0,25.0,12.0,7.0,34.0,20.0,36.0,101616.0,51.0,U,0,0,U,3,Platinum,6,2,           5
150.0,16.0,9.0,22.0,21.0,42.0,29.0,27.0,185598.0,80.0,U,0,4,F,1,Platinum,6,3,           1
76.0,14.0,18.0,13.0,7.0,32.0,16.0,23.0,174083.0,40.0,H,0,1,M,3,Platinum,6,1,           5
71.0,11.0,16.0,12.0,5.0,29.0,15.0,38.0,87106.0,35.0,H,0,1,F,3,Platinum,6,2,           3
148.0,12.0,23.0,9.0,17.0,28.0,28.0,32.0,68802.0,72.0,U,0,1,M,5,Platinum,4,3,           2
130.0,5.0,13.0,29.0,11.0,29.0,25.0,40.0,9514.0,89.0,H,0,0,F,10,Platinum,5,2,           3
48.0,8.0,16.0,13.0,3.0,22.0,8.0,23.0,68200.0,21.0,U,0,1,F,3,Gold,6,1,           3
153.0,12.0,19.0,13.0,12.0,31.0,29.0,3.0,70014.0,67.0,H,0,1,M,3,Platinum,6,3,           2
91.0,5.0,20.0,12.0,4.0,31.0,19.0,29.0,99247.0,49.0,H,0,0,F,3,Platinum,6,2,           5
63.0,14.0,20.0,13.0,2.0,31.0,13.0,39.0,174530.0,31.0,U,0,1,F,5,Platinum,6,1,           5
103.0,10.0,5.0,22.0,8.0,42.0,23.0,43.0,186661.0,64.0,U,0,0,F,5,Platinum,7,2,           5
123.0,16.0,19.0,13.0,7.0,34.0,26.0,52.0,44329.0,60.0,H,0,1,M,3,Platinum,6,2,           3
46.0,7.0,22.0,8.0,1.0,16.0,6.0,25.0,72941.0,15.0,H,0,1,F,5,Gold,3,1,           5
138.0,6.0,24.0,12.0,10.0,32.0,31.0,34.0,74749.0,72.0,U,0,0,U,5,Platinum,6,2,           4
61.0,3.0,17.0,6.0,5.0,12.0,5.0,33.0,187563.0,14.0,U,0,0,F,5,Member,1,1,           5
116.0,16.0,23.0,13.0,16.0,35.0,26.0,31.0,17052.0,68.0,U,0,1,F,3,Platinum,5,3,           3
154.0,10.0,24.0,10.0,18.0,29.0,29.0,30.0,68814.0,75.0,U,0,1,M,5,Platinum,4,3,           2
85.0,21.0,18.0,28.0,13.0,49.0,29.0,14.0,956.0,79.0,U,0,2,F,1,Platinum,11,2,           3
91.0,13.0,25.0,12.0,13.0,31.0,18.0,41.0,9629.0,64.0,U,0,1,M,3,Platinum,4,2,           2
134.0,10.0,20.0,11.0,6.0,25.0,25.0,35.0,86852.0,61.0,H,0,1,F,3,Platinum,4,2,           3
41.0,5.0,17.0,10.0,1.0,14.0,5.0,24.0,69758.0,12.0,H,0,1,F,5,Gold,4,1,           5
81.0,14.0,18.0,13.0,10.0,31.0,19.0,47.0,44031.0,49.0,U,0,2,F,2,Platinum,6,2,           3
135.0,8.0,19.0,13.0,12.0,34.0,30.0,21.0,17627.0,68.0,H,0,0,M,3,Platinum,6,2,           5
143.0,5.0,19.0,13.0,11.0,31.0,30.0,54.0,46316.0,70.0,H,0,0,M,3,Platinum,6,3,           3
67.0,12.0,17.0,13.0,5.0,29.0,12.0,53.0,45542.0,32.0,H,0,2,F,3,Platinum,6,2,           2
48.0,8.0,18.0,13.0,3.0,22.0,8.0,13.0,73832.0,21.0,U,0,0,F,5,Gold,5,0,           .
41.0,5.0,17.0,10.0,1.0,13.0,5.0,26.0,72874.0,13.0,H,0,1,F,5,Gold,4,1,           5
118.0,19.0,10.0,23.0,11.0,43.0,33.0,32.0,1880.0,86.0,U,0,2,F,3,Platinum,10,3,           2
102.0,6.0,17.0,13.0,7.0,35.0,20.0,30.0,101095.0,50.0,H,0,0,M,5,Platinum,6,2,           5
116.0,6.0,19.0,13.0,10.0,35.0,24.0,27.0,85250.0,59.0,U,0,0,M,3,Platinum,6,2,           5
45.0,6.0,21.0,8.0,1.0,15.0,5.0,29.0,75134.0,13.0,U,0,1,M,5,Gold,3,1,           5
94.0,16.0,22.0,13.0,8.0,32.0,21.0,30.0,26285.0,50.0,U,0,2,F,3,Platinum,6,2,           3
73.0,6.0,18.0,13.0,5.0,34.0,17.0,24.0,99802.0,41.0,U,0,0,M,3,Platinum,6,1,           5
134.0,16.0,16.0,14.0,18.0,35.0,30.0,35.0,152997.0,73.0,H,0,3,F,3,Platinum,5,3,           2
153.0,13.0,18.0,12.0,19.0,31.0,30.0,30.0,69317.0,76.0,U,0,1,M,3,Platinum,5,3,           2
41.0,6.0,17.0,10.0,1.0,15.0,5.0,34.0,75482.0,13.0,H,0,1,F,5,Gold,4,1,           5
83.0,6.0,22.0,12.0,6.0,33.0,19.0,21.0,83664.0,47.0,H,0,0,F,3,Platinum,6,2,           5
78.0,6.0,18.0,12.0,4.0,32.0,15.0,32.0,103830.0,36.0,U,1,0,F,3,Platinum,6,1,           5
140.0,16.0,19.0,13.0,14.0,34.0,29.0,28.0,22018.0,68.0,U,0,1,M,2,Platinum,6,3,           2
101.0,13.0,18.0,13.0,6.0,29.0,18.0,29.0,87686.0,45.0,H,0,1,F,3,Platinum,6,2,           3
78.0,7.0,22.0,10.0,2.0,18.0,8.0,38.0,184807.0,20.0,U,0,1,M,5,Platinum,4,2,           5
66.0,16.0,17.0,13.0,8.0,33.0,16.0,38.0,132011.0,37.0,U,1,3,M,2,Platinum,6,2,           3
56.0,15.0,8.0,17.0,5.0,34.0,13.0,12.0,186682.0,32.0,H,0,2,F,3,Platinum,7,2,           5
